mES.GSE80820.Mus_Musculus.SMC1A.b1	mES.GSE80820.Mus_Musculus.SMC1A.b2	mES.GSE80820.Mus_Musculus.SMC1A
mESC_Degraded.GSE99519.Mus_Musculus.H3K27ac.b1	mESC_Degraded.GSE99519.Mus_Musculus.H3K27ac.b2	mESC_Degraded.GSE99519.Mus_Musculus.H3K27ac
mESC_Degraded.GSE99519.Mus_Musculus.H3K27ac.b1	mESC_Degraded.GSE99519.Mus_Musculus.H3K27ac.b3	mESC_Degraded.GSE99519.Mus_Musculus.H3K27ac
mESC_Degraded.GSE99519.Mus_Musculus.H3K27ac.b2	mESC_Degraded.GSE99519.Mus_Musculus.H3K27ac.b3	mESC_Degraded.GSE99519.Mus_Musculus.H3K27ac
mESC_RYBP_KO.GSE147919.Mus_Musculus.CTCF.b1	mESC_RYBP_KO.GSE147919.Mus_Musculus.CTCF.b2	mESC_RYBP_KO.GSE147919.Mus_Musculus.CTCF
mESC_RYBP_WT.GSE147919.Mus_Musculus.CTCF.b1	mESC_RYBP_WT.GSE147919.Mus_Musculus.CTCF.b2	mESC_RYBP_WT.GSE147919.Mus_Musculus.CTCF
mESC_TR.GSE99519.Mus_Musculus.H3K27ac.b1	mESC_TR.GSE99519.Mus_Musculus.H3K27ac.b2	mESC_TR.GSE99519.Mus_Musculus.H3K27ac
mESC_UT.GSE99519.Mus_Musculus.H3K27ac.b1	mESC_UT.GSE99519.Mus_Musculus.H3K27ac.b2	mESC_UT.GSE99519.Mus_Musculus.H3K27ac
mESC_UT.GSE99519.Mus_Musculus.H3K27ac.b1	mESC_UT.GSE99519.Mus_Musculus.H3K27ac.b3	mESC_UT.GSE99519.Mus_Musculus.H3K27ac
mESC_UT.GSE99519.Mus_Musculus.H3K27ac.b2	mESC_UT.GSE99519.Mus_Musculus.H3K27ac.b3	mESC_UT.GSE99519.Mus_Musculus.H3K27ac
mESC_WO.GSE99519.Mus_Musculus.H3K27ac.b1	mESC_WO.GSE99519.Mus_Musculus.H3K27ac.b2	mESC_WO.GSE99519.Mus_Musculus.H3K27ac
mESC_WO.GSE99519.Mus_Musculus.H3K27ac.b1	mESC_WO.GSE99519.Mus_Musculus.H3K27ac.b3	mESC_WO.GSE99519.Mus_Musculus.H3K27ac
mESC_WO.GSE99519.Mus_Musculus.H3K27ac.b2	mESC_WO.GSE99519.Mus_Musculus.H3K27ac.b3	mESC_WO.GSE99519.Mus_Musculus.H3K27ac
mESC_WT.GSE147919.Mus_Musculus.RYBP.b1	mESC_WT.GSE147919.Mus_Musculus.RYBP.b2	mESC_WT.GSE147919.Mus_Musculus.RYBP
mESC_WT.GSE99519.Mus_Musculus.H3K27ac.b1	mESC_WT.GSE99519.Mus_Musculus.H3K27ac.b2	mESC_WT.GSE99519.Mus_Musculus.H3K27ac
mESC_WT.GSE99519.Mus_Musculus.H3K27ac.b1	mESC_WT.GSE99519.Mus_Musculus.H3K27ac.b3	mESC_WT.GSE99519.Mus_Musculus.H3K27ac
