DEX.GSE117888.Homo_Sapiens.NlaIII.b1		GSE117888	Homo_Sapiens	1	H3K27ac	NlaIII	DEX
DEX.GSE117888.Homo_Sapiens.NlaIII.b2		GSE117888	Homo_Sapiens	2	H3K27ac	NlaIII	DEX
DMS273.GSE151001.Homo_Sapiens.MboI.b1	CVCL_1176	GSE151001	Homo_Sapiens	1	H3K27ac	MboI	DMS273
DND41.GSE165207.Homo_Sapiens.Arima.b1	CVCL_2022	GSE165207	Homo_Sapiens	1	H3K27ac	Arima	DND41
DND41.GSE165207.Homo_Sapiens.Arima.b2	CVCL_2022	GSE165207	Homo_Sapiens	2	H3K27ac	Arima	DND41
DND41-DMSO.GSE173871.Homo_Sapiens.MboI.b1	CVCL_2022	GSE173871	Homo_Sapiens	1	SMC1A	MboI	DND41-DMSO
DND41-DMSO.GSE173871.Homo_Sapiens.MboI.b2	CVCL_2022	GSE173871	Homo_Sapiens	2	SMC1A	MboI	DND41-DMSO
DND41-Resistant.GSE173871.Homo_Sapiens.MboI.b1	CVCL_2022	GSE173871	Homo_Sapiens	1	SMC1A	MboI	DND41-Resistant
DND41-Resistant.GSE173871.Homo_Sapiens.MboI.b2	CVCL_2022	GSE173871	Homo_Sapiens	2	SMC1A	MboI	DND41-Resistant
DTC1-WT.GSE180194.Homo_Sapiens.MboI.b1	CVCL_0J31	GSE180194	Homo_Sapiens	1	H3K27ac	MboI	DTC1-WT
E6E7hTERT.GSE137936.Homo_Sapiens.DpnII.b1	Not Available	GSE137936	Homo_Sapiens	1	H3K27ac	DpnII	E6E7hTERT
EBNA2_Neg_Ramos.GSE179755.Homo_Sapiens.MboI.b1	CVCL_0597	GSE179755	Homo_Sapiens	1	H3K27ac	MboI	EBNA2_Neg_Ramos
EBNA2_Plus_Ramos.GSE179755.Homo_Sapiens.MboI.b1	CVCL_0597	GSE179755	Homo_Sapiens	1	H3K27ac	MboI	EBNA2_Plus_Ramos
Erythroblast.GSE131054.Homo_Sapiens.MboI.b1		GSE131054	Homo_Sapiens	1	H3K27ac	MboI	Erythroblast
