HEC-1-B-WT.GSE148958.Homo_Sapiens.V5.b1	36	36
Hela-S3-Control.GSE108869.Homo_Sapiens.CTCF.b1	150	150
Hela-S3-Control.GSE108869.Homo_Sapiens.CTCF.b2	150	150
Hela-S3-OE.GSE108869.Homo_Sapiens.CTCF.b1	150	150
Hela-S3-OE.GSE108869.Homo_Sapiens.CTCF.b2	150	150
HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.b1	150	150
HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.b2	150	150
HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b1	150	150
HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b2	150	150
hESC-AHDC1-GIBBIN-KO.GSE181971.Homo_Sapiens.SMC1A.b1	100	100
hESC-AHDC1-GIBBIN-KO.GSE181971.Homo_Sapiens.SMC1A.b2	100	100
hESC-AHDC1-GIBBIN-KO.GSE181971.Homo_Sapiens.SMC1A.b3	100	100
hESC-p63GOF-D0.GSE120294.Homo_Sapiens.SMC1A.b1	76	76
hESC-p63GOF-D0.GSE120294.Homo_Sapiens.SMC1A.b2	75	75
hESC-p63GOF-D0.GSE120294.Homo_Sapiens.SMC1A.b3	76	76
hESC-WT.GSE181971.Homo_Sapiens.SMC1A.b1	100	100
hESC-WT.GSE181971.Homo_Sapiens.SMC1A.b2	100	100
hESC-WT.GSE181971.Homo_Sapiens.SMC1A.b3	100	100
hESC-WT-D0.GSE120294.Homo_Sapiens.SMC1A.b1	76	76
hESC-WT-D0.GSE120294.Homo_Sapiens.SMC1A.b2	76	76
hESC-WT-D0.GSE120294.Homo_Sapiens.SMC1A.b3	76	76
hiPSC-CM-ED.GSE111930.Homo_Sapiens.H3K27ac.b1	76	76
hiPSC-CM-WT.GSE111930.Homo_Sapiens.H3K27ac.b1	151	151
HK2.GSE147646.Homo_Sapiens.H3K27ac.b1	150	150
HT55.GSE147854.Homo_Sapiens.H3K27ac.b1	75	75
HUDEP-2-Mut1.GSE131054.Homo_Sapiens.H3K27ac.b1	101	101
HUDEP-2-WT.GSE131054.Homo_Sapiens.H3K27ac.b1	101	101
HUVEC-Proliferating.GSE100856.Homo_Sapiens.CTCF.b1	75	75
HUVEC-Senescent.GSE100856.Homo_Sapiens.CTCF.b1	75	75
IMR90-Proliferating.GSE100856.Homo_Sapiens.CTCF.b1	75	100
IMR90-Senescent.GSE100856.Homo_Sapiens.CTCF.b1	75	100
IOSE11.GSE155328.Homo_Sapiens.H3K27ac.b1	75	75
iPSC-MUT.GSE150906.Homo_Sapiens.H3K27me3.b1	76	76
iPSC-WT.GSE150906.Homo_Sapiens.H3K27me3.b1	76	76
Ishikawa.GSE137936.Homo_Sapiens.H3K27ac.b1	74	74
JHUEM-14.GSE137936.Homo_Sapiens.H3K27ac.b1	75	75
JSC.GSE136090.Homo_Sapiens.H3K27ac.b1	75	75
Jurkat.GSE165207.Homo_Sapiens.H3K27ac.b1	101	101
Jurkat.GSE99519.Homo_Sapiens.YY1.b1	50	50
K562.GSE101498.Homo_Sapiens.H3K27ac.b1	76	76
K562.GSE101498.Homo_Sapiens.H3K27ac.b2	76	76
K562.GSE101498.Homo_Sapiens.H3K27ac.b3	76	76
K562.GSE99519.Homo_Sapiens.YY1.b1	50	50
KBM7-MED14-dTAG_2h_DMSO.GSE139466.Homo_Sapiens.H3K27ac.b1	76	98
KBM7-MED14-dTAG_2h_DMSO.GSE139466.Homo_Sapiens.H3K27ac.b2	76	98
KBM7-MED14-dTAG_2h_dTAG7.GSE139466.Homo_Sapiens.H3K27ac.b1	76	98
KBM7-MED14-dTAG_2h_dTAG7.GSE139466.Homo_Sapiens.H3K27ac.b2	76	98
Kelly-Res-50I.GSE126792.Homo_Sapiens.SMC1A.b1	50	50
Kelly-Res-50I.GSE126792.Homo_Sapiens.SMC1A.b2	50	50
Kelly-Res-50I.GSE126792.Homo_Sapiens.SMC1A.b3	50	50
Kelly-Res-shBORIS.GSE126792.Homo_Sapiens.SMC1A.b1	50	50
Kelly-Res-shBORIS.GSE126792.Homo_Sapiens.SMC1A.b2	50	50
Kelly-Res-shBORIS.GSE126792.Homo_Sapiens.SMC1A.b3	50	50
Kelly-Res-shGFP.GSE126792.Homo_Sapiens.SMC1A.b1	50	50
Kelly-Res-shGFP.GSE126792.Homo_Sapiens.SMC1A.b2	50	50
Kelly-Res-shGFP.GSE126792.Homo_Sapiens.SMC1A.b3	50	50
Kelly-Sens-50I.GSE126792.Homo_Sapiens.SMC1A.b1	50	50
Kelly-Sens-50I.GSE126792.Homo_Sapiens.SMC1A.b2	50	50
Kelly-Sens-50I.GSE126792.Homo_Sapiens.SMC1A.b3	50	50
KYSE140.GSE166232.Homo_Sapiens.H3K27ac.b1	51	51
KYSE140_ARV2hrs.GSE166232.Homo_Sapiens.H3K27ac.b1	51	51
KYSE140_DMSO2hrs.GSE166232.Homo_Sapiens.H3K27ac.b1	51	51
KYSE180.GSE155184.Homo_Sapiens.H3K27ac.b1	51	51
KYSE70.GSE166232.Homo_Sapiens.H3K27ac.b1	51	51
lgs000379.GSE116193.Homo_Sapiens.H3K27ac.b1	76	76
lgs000379.GSE116193.Homo_Sapiens.CTCF.b1	76	76
lgs101645.GSE116193.Homo_Sapiens.H3K27ac.b1	76	76
lgs101645.GSE116193.Homo_Sapiens.CTCF.b1	76	76
lgs102580.GSE116193.Homo_Sapiens.H3K27ac.b1	76	76
lgs102580.GSE116193.Homo_Sapiens.CTCF.b1	76	76
lgs102943.GSE116193.Homo_Sapiens.H3K27ac.b1	76	76
lgs102943.GSE116193.Homo_Sapiens.CTCF.b1	76	76
lgs301283.GSE116193.Homo_Sapiens.H3K27ac.b1	76	76
lgs301283.GSE116193.Homo_Sapiens.CTCF.b1	76	76
lgs301315.GSE116193.Homo_Sapiens.H3K27ac.b1	76	76
lgs301315.GSE116193.Homo_Sapiens.CTCF.b1	76	76
LK2.GSE166232.Homo_Sapiens.H3K27ac.b1	75	75
LS513.GSE136629.Homo_Sapiens.H3K27ac.b1	76	76
M14-STAG2-KD.GSE156772.Homo_Sapiens.H3K27ac.b1	75	75
M14-STAG2-KD.GSE156772.Homo_Sapiens.H3K27ac.b2	75	75
M14-WT.GSE156772.Homo_Sapiens.H3K27ac.b1	75	75
M14-WT.GSE156772.Homo_Sapiens.H3K27ac.b2	75	75
MB157-GSI.GSE116869.Homo_Sapiens.SMC1A.b1	38	38
MB157-pInd20EBF1-10dox.GSE173843.Homo_Sapiens.SMC1A.b1	38	38
MB157-pInd20TCF1-10dox.GSE173843.Homo_Sapiens.SMC1A.b1	38	38
MB157-WO.GSE116869.Homo_Sapiens.SMC1A.b1	38	38
MB157-WT.GSE116869.Homo_Sapiens.SMC1A.b1	38	38
MCF7-Abemaciclib.GSE157381.Homo_Sapiens.H3K27ac.b1	150	150
MCF7-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1	150	150
MDA-MB-231-PVT1sgRNAR2.GSE97585.Homo_Sapiens.H3K27ac.b1	76	76
MDA-MB-231-PVT1sgRNAR2.GSE97585.Homo_Sapiens.H3K27ac.b2	76	76
MDA-MB-231-PVT1sgRNAR3.GSE97585.Homo_Sapiens.H3K27ac.b1	76	76
MDA-MB-231-PVT1sgRNAR3.GSE97585.Homo_Sapiens.H3K27ac.b2	76	76
MDA-MB-231-sgRNA-Ctrl.GSE97585.Homo_Sapiens.H3K27ac.b1	76	76
MDA-MB-231-sgRNA-Ctrl.GSE97585.Homo_Sapiens.H3K27ac.b2	76	76
MDA-MB-453-Abemaciclib.GSE157381.Homo_Sapiens.H3K27ac.b1	150	150
MDA-MB-453-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1	150	150
MyLa.GSE101498.Homo_Sapiens.H3K27ac.b1	76	76
MyLa.GSE101498.Homo_Sapiens.H3K27ac.b2	76	76
MyLa.GSE151193.Homo_Sapiens.H3K27ac.b1	101	101
MyLa.GSE137906.Homo_Sapiens.H3K27ac.b1	101	101
Naive_Tcells.GSE101498.Homo_Sapiens.H3K27ac.b1	76	76
Naive_Tcells.GSE101498.Homo_Sapiens.H3K27ac.b2	76	76
Naive_Tcells.GSE101498.Homo_Sapiens.H3K27ac.b3	76	76
Naive_Tcells.GSE101498.Homo_Sapiens.CTCF.b1	76	76
Naive_Tcells.GSE101498.Homo_Sapiens.CTCF.b2	76	76
Nalm6.GSE115492.Homo_Sapiens.H3K27ac.b1	75	75
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b1	51	51
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b2	51	51
NSD2-High-NTKO.GSE131651.Homo_Sapiens.CTCF.b3	51	51
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b1	51	51
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b2	51	51
NSD2-Low-TKO.GSE131651.Homo_Sapiens.CTCF.b3	51	51
OCI-AML3-DeltaSTAG2.GSE111537.Homo_Sapiens.CTCF.b1	60	60
OCI-AML3-DeltaSTAG2.GSE111537.Homo_Sapiens.CTCF.b2	56	56
OCI-AML3-WT.GSE111537.Homo_Sapiens.CTCF.b1	60	60
OCI-AML3-WT.GSE111537.Homo_Sapiens.CTCF.b2	61	61
OCI-Ly7-Control.GSE183797.Homo_Sapiens.H3K27ac.b1	51	51
OCI-Ly7-Control.GSE183797.Homo_Sapiens.H3K27ac.b2	51	51
OCI-Ly7-Control.GSE183797.Homo_Sapiens.H3K27ac.b3	51	51
OCI-Ly7-OCABi.GSE183797.Homo_Sapiens.H3K27ac.b1	51	51
OCI-Ly7-OCABi.GSE183797.Homo_Sapiens.H3K27ac.b2	51	51
PAEC-Control.GSE152900.Homo_Sapiens.H3K27ac.b1	101	101
PAEC-Control.GSE152900.Homo_Sapiens.H3K27ac.b2	101	101
PAEC-Control.GSE152900.Homo_Sapiens.H3K27ac.b3	101	101
PAEC-LSS.GSE152900.Homo_Sapiens.H3K27ac.b1	101	101
PAEC-LSS.GSE152900.Homo_Sapiens.H3K27ac.b2	101	101
PAEC-LSS.GSE152900.Homo_Sapiens.H3K27ac.b3	101	101
PAEC-siRNA-Ctrl.GSE152900.Homo_Sapiens.H3K27ac.b1	151	151
PAEC-siRNA-Ctrl.GSE152900.Homo_Sapiens.H3K27ac.b2	151	151
PAEC-siRNA-KLF2-4.GSE152900.Homo_Sapiens.H3K27ac.b1	151	151
