std_sample_name	gse_id	gsm_id	srr_id	organism	bio_rep	tech_rep	antibody_target	restriction_enzyme	sample_name
BCBL1.GSE136090.Homo_Sapiens.H3K27ac.b1	GSE136090	GSM4040942	SRR10008149	Homo_Sapiens	1	1	H3K27ac	MboI	BCBL1
BCBL1.GSE136090.Homo_Sapiens.H3K27ac.b1	GSE136090	GSM4040942	SRR10008150	Homo_Sapiens	1	2	H3K27ac	MboI	BCBL1
CAR-T-CD19-D10.GSE168881.Homo_Sapiens.H3K27ac.b1	GSE168881	GSM5171870	SRR13961071	Homo_Sapiens	1	1	H3K27ac	MboI	CAR-T-CD19-D10
CAR-T-CD19-D10.GSE168881.Homo_Sapiens.H3K27ac.b2	GSE168881	GSM5171871	SRR13961072	Homo_Sapiens	2	1	H3K27ac	MboI	CAR-T-CD19-D10
CAR-T-HA-D10.GSE168881.Homo_Sapiens.H3K27ac.b1	GSE168881	GSM5171872	SRR13961073	Homo_Sapiens	1	1	H3K27ac	MboI	CAR-T-HA-D10
CAR-T-HA-D10.GSE168881.Homo_Sapiens.H3K27ac.b2	GSE168881	GSM5171873	SRR13961074	Homo_Sapiens	2	1	H3K27ac	MboI	CAR-T-HA-D10
cbCD34+-HSPC-SJALL068279-D1.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028224	SRR13492040	Homo_Sapiens	1	1	H3K27ac	Arima	cbCD34+-HSPC-SJALL068279-D1
cbCD34+-HSPC-SJAUL068292-D1.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028225	SRR13492041	Homo_Sapiens	1	1	H3K27ac	Arima	cbCD34+-HSPC-SJAUL068292-D1
cbCD34+-HSPC-SJMPAL011911-D1.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028228	SRR13492044	Homo_Sapiens	1	1	H3K27ac	Arima	cbCD34+-HSPC-SJMPAL011911-D1
cbCD34+-HSPC-SJMPAL011914-D1.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028226	SRR13492042	Homo_Sapiens	1	1	H3K27ac	Arima	cbCD34+-HSPC-SJMPAL011914-D1
cbCD34+-HSPC-SJTALL005006-D2.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028227	SRR13492043	Homo_Sapiens	1	1	H3K27ac	Arima	cbCD34+-HSPC-SJTALL005006-D2
CD34+-Cord-Blood.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028232	SRR13492051	Homo_Sapiens	1	1	H3K27ac	Arima	CD34+-Cord-Blood
COLO320-DM.GSE159985.Homo_Sapiens.H3K27ac.b1	GSE159985	GSM4852164	SRR12885711	Homo_Sapiens	1	1	H3K27ac	MboI	COLO320-DM
CORL279.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563951	SRR11826681	Homo_Sapiens	1	1	H3K27ac	MboI	CORL279
CORL88.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563952	SRR11826682	Homo_Sapiens	1	1	H3K27ac	MboI	CORL88
CTL.GSE117888.Homo_Sapiens.H3K27ac.b1	GSE117888	GSM3444790	SRR8103822	Homo_Sapiens	1	1	H3K27ac	NlaIII	CTL
CTL.GSE117888.Homo_Sapiens.H3K27ac.b2	GSE117888	GSM3444791	SRR8103823	Homo_Sapiens	2	1	H3K27ac	NlaIII	CTL
CUTLL1.GSE115896.Homo_Sapiens.H3K27ac.b1	GSE115896	GSM3967135	SRR9822270	Homo_Sapiens	1	1	H3K27ac	MboI	CUTLL1
CUTLL1.GSE115896.Homo_Sapiens.H3K27ac.b1	GSE115896	GSM3967135	SRR9822271	Homo_Sapiens	1	2	H3K27ac	MboI	CUTLL1
CUTLL1.GSE115896.Homo_Sapiens.H3K27ac.b1	GSE115896	GSM3967135	SRR9822272	Homo_Sapiens	1	3	H3K27ac	MboI	CUTLL1
DEX.GSE117888.Homo_Sapiens.H3K27ac.b1	GSE117888	GSM3444788	SRR8103820	Homo_Sapiens	1	1	H3K27ac	NlaIII	DEX
DEX.GSE117888.Homo_Sapiens.H3K27ac.b2	GSE117888	GSM3444789	SRR8103821	Homo_Sapiens	2	1	H3K27ac	NlaIII	DEX
DMS273.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563953	SRR11826683	Homo_Sapiens	1	1	H3K27ac	MboI	DMS273
DND41.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028229	SRR13492045	Homo_Sapiens	1	1	H3K27ac	Arima	DND41
DND41.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028229	SRR13492046	Homo_Sapiens	1	2	H3K27ac	Arima	DND41
DND41.GSE165207.Homo_Sapiens.H3K27ac.b2	GSE165207	GSM5028230	SRR13492047	Homo_Sapiens	2	1	H3K27ac	Arima	DND41
DND41.GSE165207.Homo_Sapiens.H3K27ac.b2	GSE165207	GSM5028230	SRR13492048	Homo_Sapiens	2	2	H3K27ac	Arima	DND41
DND41-DMSO.GSE173871.Homo_Sapiens.SMC1A.b1	GSE173871	GSM5282162	SRR14423662	Homo_Sapiens	1	1	SMC1A	MboI	DND41-DMSO
DND41-DMSO.GSE173871.Homo_Sapiens.SMC1A.b2	GSE173871	GSM5282163	SRR14423663	Homo_Sapiens	2	1	SMC1A	MboI	DND41-DMSO
DND41-Resistant.GSE173871.Homo_Sapiens.SMC1A.b1	GSE173871	GSM5282164	SRR14423664	Homo_Sapiens	1	1	SMC1A	MboI	DND41-Resistant
DND41-Resistant.GSE173871.Homo_Sapiens.SMC1A.b2	GSE173871	GSM5282165	SRR14423665	Homo_Sapiens	2	1	SMC1A	MboI	DND41-Resistant
DTC1-WT.GSE180194.Homo_Sapiens.H3K27ac.b1	GSE180194	GSM5455278	SRR15163183	Homo_Sapiens	1	1	H3K27ac	MboI	DTC1-WT
E6E7hTERT.GSE137936.Homo_Sapiens.H3K27ac.b1	GSE137936	GSM4094644	SRR10175015	Homo_Sapiens	1	1	H3K27ac	DpnII	E6E7hTERT
EBNA2_Neg_Ramos.GSE179755.Homo_Sapiens.H3K27ac.b1	GSE179755	GSM5431871	SRR15075158	Homo_Sapiens	1	1	H3K27ac	MboI	EBNA2_Neg_Ramos
EBNA2_Neg_Ramos.GSE179755.Homo_Sapiens.H3K27ac.b1	GSE179755	GSM5431873	SRR15075159	Homo_Sapiens	1	2	H3K27ac	MboI	EBNA2_Neg_Ramos
EBNA2_Plus_Ramos.GSE179755.Homo_Sapiens.H3K27ac.b1	GSE179755	GSM5431869	SRR15075156	Homo_Sapiens	1	1	H3K27ac	MboI	EBNA2_Plus_Ramos
EBNA2_Plus_Ramos.GSE179755.Homo_Sapiens.H3K27ac.b1	GSE179755	GSM5431870	SRR15075157	Homo_Sapiens	1	2	H3K27ac	MboI	EBNA2_Plus_Ramos
Erythroblast.GSE131054.Homo_Sapiens.H3K27ac.b1	GSE131054	GSM3769103	SRR9070078	Homo_Sapiens	1	1	H3K27ac	MboI	Erythroblast
GM12878.GSE101498.Homo_Sapiens.H3K27ac.b1	GSE101498	GSM2705041	SRR5831489	Homo_Sapiens	1	1	H3K27ac	MboI	GM12878
GM12878.GSE101498.Homo_Sapiens.H3K27ac.b2	GSE101498	GSM2705042	SRR5831490	Homo_Sapiens	2	1	H3K27ac	MboI	GM12878
GM12878.GSE115524.Homo_Sapiens.CTCF.b1	GSE115524	GSM3424974	SRR7990656	Homo_Sapiens	1	1	CTCF	MboI	GM12878
GM12878.GSE115524.Homo_Sapiens.CTCF.b2	GSE115524	GSM3424975	SRR7990657	Homo_Sapiens	2	1	CTCF	MboI	GM12878
GM12878.GSE80820.Homo_Sapiens.SMC1A.b1	GSE80820	GSM2138324	SRR3467175	Homo_Sapiens	1	1	SMC1A	MboI	GM12878
GM12878.GSE80820.Homo_Sapiens.SMC1A.b1	GSE80820	GSM2138325	SRR3467176	Homo_Sapiens	1	2	SMC1A	MboI	GM12878
GM12878.GSE80820.Homo_Sapiens.SMC1A.b2	GSE80820	GSM2138326	SRR3467177	Homo_Sapiens	2	1	SMC1A	MboI	GM12878
GM12878.GSE80820.Homo_Sapiens.SMC1A.b2	GSE80820	GSM2138327	SRR3467178	Homo_Sapiens	2	2	SMC1A	MboI	GM12878
H1105.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563954	SRR11826684	Homo_Sapiens	1	1	H3K27ac	MboI	H1105
H146.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563955	SRR11826685	Homo_Sapiens	1	1	H3K27ac	MboI	H146
H1694.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563956	SRR11826686	Homo_Sapiens	1	1	H3K27ac	MboI	H1694
H1836.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563957	SRR11826687	Homo_Sapiens	1	1	H3K27ac	MboI	H1836
H1876.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563958	SRR11826688	Homo_Sapiens	1	1	H3K27ac	MboI	H1876
H2029.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563959	SRR11826689	Homo_Sapiens	1	1	H3K27ac	MboI	H2029
H2066.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563960	SRR11826690	Homo_Sapiens	1	1	H3K27ac	MboI	H2066
H2171.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563961	SRR11826691	Homo_Sapiens	1	1	H3K27ac	MboI	H2171
H446.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563962	SRR11826692	Homo_Sapiens	1	1	H3K27ac	MboI	H446
H520.GSE166232.Homo_Sapiens.H3K27ac.b1	GSE166232	GSM5066591	SRR13637943	Homo_Sapiens	1	1	H3K27ac	MboI	H520
H524.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563963	SRR11826693	Homo_Sapiens	1	1	H3K27ac	MboI	H524
H69.GSE151001.Homo_Sapiens.H3K27ac.b1	GSE151001	GSM4563964	SRR11826694	Homo_Sapiens	1	1	H3K27ac	MboI	H69
H7-hESC-CM-WT.GSE111930.Homo_Sapiens.H3K27ac.b1	GSE111930	GSM3639702	SRR8668934	Homo_Sapiens	1	1	H3K27ac	MboI	H7-hESC-CM-WT
H9.GSE105028.Homo_Sapiens.Rad21.b1	GSE105028	GSM2829016	SRR6206783	Homo_Sapiens	1	1	Rad21	DpnII	H9
H9.GSE105028.Homo_Sapiens.Rad21.b1	GSE105028	GSM2829017	SRR6206784	Homo_Sapiens	1	2	Rad21	DpnII	H9
H9.GSE105028.Homo_Sapiens.Rad21.b1	GSE105028	GSM2829018	SRR6206785	Homo_Sapiens	1	3	Rad21	DpnII	H9
H9.GSE105028.Homo_Sapiens.Rad21.b1	GSE105028	GSM2829019	SRR6206786	Homo_Sapiens	1	4	Rad21	DpnII	H9
H9.GSE105028.Homo_Sapiens.CTCF.b1	GSE105028	GSM2829030	SRR6206793	Homo_Sapiens	1	1	CTCF	DpnII	H9
H9.GSE105028.Homo_Sapiens.CTCF.b1	GSE105028	GSM2829033	SRR6206794	Homo_Sapiens	1	2	CTCF	DpnII	H9
H9.GSE105028.Homo_Sapiens.CTCF.b1	GSE105028	GSM2829038	SRR6206795	Homo_Sapiens	1	3	CTCF	DpnII	H9
H9.GSE105028.Homo_Sapiens.OCT4.b1	GSE105028	GSM2829043	SRR6206798	Homo_Sapiens	1	1	OCT4	DpnII	H9
H9.GSE105028.Homo_Sapiens.OCT4.b1	GSE105028	GSM2829044	SRR6206799	Homo_Sapiens	1	2	OCT4	DpnII	H9
H9.GSE105028.Homo_Sapiens.NANOG.b1	GSE105028	GSM2829047	SRR6206802	Homo_Sapiens	1	1	NANOG	DpnII	H9
H9.GSE105028.Homo_Sapiens.NANOG.b1	GSE105028	GSM2829048	SRR6206803	Homo_Sapiens	1	2	NANOG	DpnII	H9
H9.GSE105028.Homo_Sapiens.KLF4.b1	GSE105028	GSM2829051	SRR6206806	Homo_Sapiens	1	1	KLF4	DpnII	H9
H9.GSE105028.Homo_Sapiens.KLF4.b1	GSE105028	GSM2829052	SRR6206807	Homo_Sapiens	1	2	KLF4	DpnII	H9
H9.GSE105028.Homo_Sapiens.H3K4me1.b1	GSE105028	GSM2829054	SRR6206809	Homo_Sapiens	1	1	H3K4me1	DpnII	H9
H9.GSE105028.Homo_Sapiens.H3K4me1.b1	GSE105028	GSM2829055	SRR6206810	Homo_Sapiens	1	2	H3K4me1	DpnII	H9
H9-HS.GSE105028.Homo_Sapiens.Rad21.b1	GSE105028	GSM2829020	SRR6206787	Homo_Sapiens	1	1	Rad21	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.Rad21.b1	GSE105028	GSM2829021	SRR6206788	Homo_Sapiens	1	2	Rad21	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.Rad21.b1	GSE105028	GSM2829022	SRR6206789	Homo_Sapiens	1	3	Rad21	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.Rad21.b1	GSE105028	GSM2829023	SRR6206790	Homo_Sapiens	1	4	Rad21	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.CTCF.b1	GSE105028	GSM2829041	SRR6206796	Homo_Sapiens	1	1	CTCF	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.CTCF.b1	GSE105028	GSM2829042	SRR6206797	Homo_Sapiens	1	2	CTCF	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.OCT4.b1	GSE105028	GSM2829045	SRR6206800	Homo_Sapiens	1	1	OCT4	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.OCT4.b1	GSE105028	GSM2829046	SRR6206801	Homo_Sapiens	1	2	OCT4	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.NANOG.b1	GSE105028	GSM2829049	SRR6206804	Homo_Sapiens	1	1	NANOG	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.NANOG.b1	GSE105028	GSM2829050	SRR6206805	Homo_Sapiens	1	2	NANOG	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.KLF4.b1	GSE105028	GSM2829053	SRR6206808	Homo_Sapiens	1	1	KLF4	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.H3K4me1.b1	GSE105028	GSM2829056	SRR6206811	Homo_Sapiens	1	1	H3K4me1	DpnII	H9-HS
H9-HS.GSE105028.Homo_Sapiens.H3K4me1.b1	GSE105028	GSM2829057	SRR6206812	Homo_Sapiens	1	2	H3K4me1	DpnII	H9-HS
H9-HS-KI.GSE105028.Homo_Sapiens.Rad21.b1	GSE105028	GSM2829026	SRR6206792	Homo_Sapiens	1	1	Rad21	DpnII	H9-HS-KI
H9-siNIPBL-HS.GSE105028.Homo_Sapiens.CTCF.b1	GSE105028	GSM2829058	SRR6206813	Homo_Sapiens	1	1	CTCF	DpnII	H9-siNIPBL-HS
H9-siNIPBL-HS.GSE105028.Homo_Sapiens.H3K4me1.b1	GSE105028	GSM2829059	SRR6206814	Homo_Sapiens	1	1	H3K4me1	DpnII	H9-siNIPBL-HS
HaCaT_Stimulated.GSE151193.Homo_Sapiens.H3K27ac.b1	GSE151193	GSM4568374	SRR11849616	Homo_Sapiens	1	1	H3K27ac	MboI	HaCaT_Stimulated
HaCaT_Stimulated.GSE151193.Homo_Sapiens.H3K27ac.b1	GSE151193	GSM4568374	SRR11849617	Homo_Sapiens	1	2	H3K27ac	MboI	HaCaT_Stimulated
HaCaT_Unstimulated.GSE151193.Homo_Sapiens.H3K27ac.b1	GSE151193	GSM4568375	SRR11849618	Homo_Sapiens	1	1	H3K27ac	MboI	HaCaT_Unstimulated
HaCaT_Unstimulated.GSE151193.Homo_Sapiens.H3K27ac.b1	GSE151193	GSM4568375	SRR11849619	Homo_Sapiens	1	2	H3K27ac	MboI	HaCaT_Unstimulated
HaCaT-Stimulated.GSE137906.Homo_Sapiens.H3K27ac.b1	GSE137906	GSM4093604	SRR10168920	Homo_Sapiens	1	1	H3K27ac	MboI	HaCaT-Stimulated
HaCaT-Unstimulated.GSE137906.Homo_Sapiens.H3K27ac.b1	GSE137906	GSM4093605	SRR10168921	Homo_Sapiens	1	1	H3K27ac	MboI	HaCaT-Unstimulated
HAEC.GSE178598.Homo_Sapiens.H3K27ac.b1	GSE178598	GSM5394203	SRR14872077	Homo_Sapiens	1	1	H3K27ac	MboI	HAEC
HAEC.GSE178598.Homo_Sapiens.H3K27ac.b1	GSE178598	GSM5394204	SRR14872078	Homo_Sapiens	1	2	H3K27ac	MboI	HAEC
HAEC.GSE178598.Homo_Sapiens.H3K27ac.b1	GSE178598	GSM5394205	SRR14872079	Homo_Sapiens	1	3	H3K27ac	MboI	HAEC
HARA.GSE147854.Homo_Sapiens.H3K27ac.b1	GSE147854	GSM4447215	SRR11459775	Homo_Sapiens	1	1	H3K27ac	MboI	HARA
