CD4_Naive_1800-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	CD4_Naive_1800-RH-1
CD4_Naive_1814-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	CD4_Naive_1814-RH-1
CD4_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	CD4_Naive_1815-RH-1
CD4_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	2	H3K27ac	MboI	CD4_Naive_1815-RH-1
CD4_Naive_1816-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	CD4_Naive_1816-RH-1
CD4_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	CD4_Naive_1829-RH-1
CD4_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	2	H3K27ac	MboI	CD4_Naive_1829-RH-1
CD4_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	CD4_Naive_1831-RH-1
CD4_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	2	H3K27ac	MboI	CD4_Naive_1831-RH-1
CD4_Naive_1800-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	1	H3K27ac	MboI	CD4_Naive_1800-RH-1
CD4_Naive_1814-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	1	H3K27ac	MboI	CD4_Naive_1814-RH-1
CD4_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	1	H3K27ac	MboI	CD4_Naive_1815-RH-1
CD4_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	2	H3K27ac	MboI	CD4_Naive_1815-RH-1
CD4_Naive_1816-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	1	H3K27ac	MboI	CD4_Naive_1816-RH-1
CD4_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	1	H3K27ac	MboI	CD4_Naive_1829-RH-1
CD4_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	2	H3K27ac	MboI	CD4_Naive_1829-RH-1
CD4_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	1	H3K27ac	MboI	CD4_Naive_1831-RH-1
CD4_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	2	H3K27ac	MboI	CD4_Naive_1831-RH-1
CD4_Naive_1800-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	1	H3K27ac	MboI	CD4_Naive_1800-RH-1
CD4_Naive_1800-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	2	H3K27ac	MboI	CD4_Naive_1800-RH-1
CD4_Naive_1814-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	1	H3K27ac	MboI	CD4_Naive_1814-RH-1
CD4_Naive_1814-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	2	H3K27ac	MboI	CD4_Naive_1814-RH-1
CD4_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	1	H3K27ac	MboI	CD4_Naive_1815-RH-1
CD4_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	2	H3K27ac	MboI	CD4_Naive_1815-RH-1
CD4_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	3	H3K27ac	MboI	CD4_Naive_1815-RH-1
CD4_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	4	H3K27ac	MboI	CD4_Naive_1815-RH-1
CD4_Naive_1816-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	1	H3K27ac	MboI	CD4_Naive_1816-RH-1
CD4_Naive_1816-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	2	H3K27ac	MboI	CD4_Naive_1816-RH-1
CD4_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	1	H3K27ac	MboI	CD4_Naive_1829-RH-1
CD4_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	2	H3K27ac	MboI	CD4_Naive_1829-RH-1
CD4_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	3	H3K27ac	MboI	CD4_Naive_1829-RH-1
CD4_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	4	H3K27ac	MboI	CD4_Naive_1829-RH-1
CD4_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	1	H3K27ac	MboI	CD4_Naive_1831-RH-1
CD4_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	2	H3K27ac	MboI	CD4_Naive_1831-RH-1
CD4_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	3	H3K27ac	MboI	CD4_Naive_1831-RH-1
CD4_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	4	H3K27ac	MboI	CD4_Naive_1831-RH-1
CD8_Naive_1800-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	CD8_Naive_1800-RH-1
CD8_Naive_1814-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	CD8_Naive_1814-RH-1
CD8_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	CD8_Naive_1815-RH-1
CD8_Naive_1816-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	CD8_Naive_1816-RH-1
CD8_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	CD8_Naive_1829-RH-1
CD8_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	CD8_Naive_1831-RH-1
CD8_Naive_1800-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	1	H3K27ac	MboI	CD8_Naive_1800-RH-1
CD8_Naive_1814-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	1	H3K27ac	MboI	CD8_Naive_1814-RH-1
CD8_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	1	H3K27ac	MboI	CD8_Naive_1815-RH-1
CD8_Naive_1816-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	1	H3K27ac	MboI	CD8_Naive_1816-RH-1
CD8_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	1	H3K27ac	MboI	CD8_Naive_1829-RH-1
CD8_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1			Homo_Sapiens	2	1	H3K27ac	MboI	CD8_Naive_1831-RH-1
CD8_Naive_1800-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	1	H3K27ac	MboI	CD8_Naive_1800-RH-1
CD8_Naive_1800-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	2	H3K27ac	MboI	CD8_Naive_1800-RH-1
CD8_Naive_1814-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	1	H3K27ac	MboI	CD8_Naive_1814-RH-1
CD8_Naive_1814-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	2	H3K27ac	MboI	CD8_Naive_1814-RH-1
CD8_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	1	H3K27ac	MboI	CD8_Naive_1815-RH-1
CD8_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	2	H3K27ac	MboI	CD8_Naive_1815-RH-1
CD8_Naive_1816-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	1	H3K27ac	MboI	CD8_Naive_1816-RH-1
CD8_Naive_1816-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	2	H3K27ac	MboI	CD8_Naive_1816-RH-1
CD8_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	1	H3K27ac	MboI	CD8_Naive_1829-RH-1
CD8_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	2	H3K27ac	MboI	CD8_Naive_1829-RH-1
CD8_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	1	H3K27ac	MboI	CD8_Naive_1831-RH-1
CD8_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b3	phs001703v3p1			Homo_Sapiens	3	2	H3K27ac	MboI	CD8_Naive_1831-RH-1
Monocyte_1800-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	Monocyte_1800-RH-1
Monocyte_1800-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	2	H3K27ac	MboI	Monocyte_1800-RH-1
Monocyte_1814-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	Monocyte_1814-RH-1
Monocyte_1814-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	2	H3K27ac	MboI	Monocyte_1814-RH-1
Monocyte_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	Monocyte_1815-RH-1
Monocyte_1816-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	Monocyte_1816-RH-1
Monocyte_1816-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	2	H3K27ac	MboI	Monocyte_1816-RH-1
Monocyte_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1			Homo_Sapiens	1	1	H3K27ac	MboI	Monocyte_1829-RH-1
