std_sample_name	gse_id	gsm_id	srr_id	organism	bio_rep	tech_rep	antibody_target	restriction_enzyme	sample_name
THP-1-Vector-Batch2.GSE149420.Homo_Sapiens.H3K4me3.b2	GSE149420	GSM5379692	SRR14804042	Homo_Sapiens	2	1	H3K4me3	Arima	THP-1-Vector-Batch2
THP-1-WT-Batch1.GSE149420.Homo_Sapiens.H3K4me3.b2	GSE149420	GSM5379693	SRR14804043	Homo_Sapiens	2	1	H3K4me3	Arima	THP-1-WT-Batch1
THP-1-del-cIDR-Batch2.GSE149420.Homo_Sapiens.H3K4me3.b2	GSE149420	GSM5379694	SRR14804044	Homo_Sapiens	2	1	H3K4me3	Arima	THP-1-del-cIDR-Batch2
THP-1-del-eIFIDR-Batch2.GSE149420.Homo_Sapiens.H3K4me3.b2	GSE149420	GSM5379695	SRR14804045	Homo_Sapiens	2	1	H3K4me3	Arima	THP-1-del-eIFIDR-Batch2
THP-1-del-TRP-Batch2.GSE149420.Homo_Sapiens.H3K4me3.b2	GSE149420	GSM5379696	SRR14804046	Homo_Sapiens	2	1	H3K4me3	Arima	THP-1-del-TRP-Batch2
THP-1-Vector.GSE149420.Homo_Sapiens.H3K27ac.b1	GSE149420	GSM5379697	SRR14804047	Homo_Sapiens	1	1	H3K27ac	Arima	THP-1-Vector
THP-1-WT.GSE149420.Homo_Sapiens.H3K27ac.b1	GSE149420	GSM5379698	SRR14804048	Homo_Sapiens	1	1	H3K27ac	Arima	THP-1-WT
THP-1-del-cIDR.GSE149420.Homo_Sapiens.H3K27ac.b1	GSE149420	GSM5379699	SRR14804049	Homo_Sapiens	1	1	H3K27ac	Arima	THP-1-del-cIDR
THP-1-eIFIDR.GSE149420.Homo_Sapiens.H3K27ac.b1	GSE149420	GSM5379700	SRR14804050	Homo_Sapiens	1	1	H3K27ac	Arima	THP-1-eIFIDR
THP-1-del-TRP.GSE149420.Homo_Sapiens.H3K27ac.b1	GSE149420	GSM5379701	SRR14804051	Homo_Sapiens	1	1	H3K27ac	Arima	THP-1-del-TRP
KYSE180.GSE155184.Homo_Sapiens.H3K27ac.b1	GSE155184	GSM4696930	SRR12331554	Homo_Sapiens	1	1	H3K27ac	MboI, DpnII, HinfI	KYSE180
KYSE180.GSE155184.Homo_Sapiens.H3K27ac.b1	GSE155184	GSM4696931	SRR12331555	Homo_Sapiens	1	2	H3K27ac	MboI, DpnII, HinfI	KYSE180
A673-siCT-Dh1-72h.GSE156650.Homo_Sapiens.CTCF.b1	GSE156650	GSM4735769	SRR12492723	Homo_Sapiens	1	1	CTCF	MboI	A673-siCT-Dh1-72h
A673-siCT-Dh1-72h.GSE156650.Homo_Sapiens.CTCF.b1	GSE156650	GSM4735770	SRR12492724	Homo_Sapiens	1	2	CTCF	MboI	A673-siCT-Dh1-72h
A673-siCT-Dh1-72h.GSE156650.Homo_Sapiens.CTCF.b2	GSE156650	GSM4735771	SRR12492725	Homo_Sapiens	2	1	CTCF	MboI	A673-siCT-Dh1-72h
A673-siCT-Dh1-72h.GSE156650.Homo_Sapiens.CTCF.b1	GSE156650	GSM4735772	SRR12492726	Homo_Sapiens	1	1	CTCF	MboI	A673-siCT-Dh1-72h
A673-siCT-Dh1-72h.GSE156650.Homo_Sapiens.CTCF.b1	GSE156650	GSM4735773	SRR12492727	Homo_Sapiens	1	2	CTCF	MboI	A673-siCT-Dh1-72h
A673-siCT-Dh1-72h.GSE156650.Homo_Sapiens.CTCF.b2	GSE156650	GSM4735774	SRR12492728	Homo_Sapiens	2	1	CTCF	MboI	A673-siCT-Dh1-72h
A673-siSA2-Dh6-72h.GSE156650.Homo_Sapiens.CTCF.b1	GSE156650	GSM4735775	SRR12492729	Homo_Sapiens	1	1	CTCF	MboI	A673-siSA2-Dh6-72h
A673-siSA2-Dh6-72h.GSE156650.Homo_Sapiens.CTCF.b1	GSE156650	GSM4735776	SRR12492730	Homo_Sapiens	1	2	CTCF	MboI	A673-siSA2-Dh6-72h
A673-siSA2-Dh6-72h.GSE156650.Homo_Sapiens.CTCF.b2	GSE156650	GSM4735777	SRR12492731	Homo_Sapiens	2	1	CTCF	MboI	A673-siSA2-Dh6-72h
A673-siSA2-Dh6-72h.GSE156650.Homo_Sapiens.CTCF.b1	GSE156650	GSM4735778	SRR12492732	Homo_Sapiens	1	1	CTCF	MboI	A673-siSA2-Dh6-72h
A673-siSA2-Dh6-72h.GSE156650.Homo_Sapiens.CTCF.b1	GSE156650	GSM4735779	SRR12492733	Homo_Sapiens	1	2	CTCF	MboI	A673-siSA2-Dh6-72h
A673-siSA2-Dh6-72h.GSE156650.Homo_Sapiens.CTCF.b2	GSE156650	GSM4735780	SRR12492734	Homo_Sapiens	2	1	CTCF	MboI	A673-siSA2-Dh6-72h
A673-siSA2-Dh8-72h.GSE156650.Homo_Sapiens.CTCF.b1	GSE156650	GSM4735781	SRR12492735	Homo_Sapiens	1	1	CTCF	MboI	A673-siSA2-Dh8-72h
A673-siSA2-Dh8-72h.GSE156650.Homo_Sapiens.CTCF.b2	GSE156650	GSM4735782	SRR12492720	Homo_Sapiens	2	1	CTCF	MboI	A673-siSA2-Dh8-72h
A673-siSA2-Dh8-72h.GSE156650.Homo_Sapiens.CTCF.b1	GSE156650	GSM4735783	SRR12492721	Homo_Sapiens	1	1	CTCF	MboI	A673-siSA2-Dh8-72h
A673-siSA2-Dh8-72h.GSE156650.Homo_Sapiens.CTCF.b2	GSE156650	GSM4735784	SRR12492722	Homo_Sapiens	2	1	CTCF	MboI	A673-siSA2-Dh8-72h
cbCD34+-HSPC.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028224	SRR13492040	Homo_Sapiens	1	1	H3K27ac	Arima	cbCD34+-HSPC
cbCD34+-HSPC.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028225	SRR13492041	Homo_Sapiens	1	1	H3K27ac	Arima	cbCD34+-HSPC
cbCD34+-HSPC.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028226	SRR13492042	Homo_Sapiens	1	1	H3K27ac	Arima	cbCD34+-HSPC
cbCD34+-HSPC.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028227	SRR13492043	Homo_Sapiens	1	1	H3K27ac	Arima	cbCD34+-HSPC
cbCD34+-HSPC.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028228	SRR13492044	Homo_Sapiens	1	1	H3K27ac	Arima	cbCD34+-HSPC
DND41.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028229	SRR13492045	Homo_Sapiens	1	1	H3K27ac	Arima	DND41
DND41.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028229	SRR13492046	Homo_Sapiens	1	2	H3K27ac	Arima	DND41
DND41.GSE165207.Homo_Sapiens.H3K27ac.b2	GSE165207	GSM5028230	SRR13492047	Homo_Sapiens	2	1	H3K27ac	Arima	DND41
DND41.GSE165207.Homo_Sapiens.H3K27ac.b2	GSE165207	GSM5028230	SRR13492048	Homo_Sapiens	2	2	H3K27ac	Arima	DND41
Jurkat.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028231	SRR13492049	Homo_Sapiens	1	1	H3K27ac	Arima	Jurkat
Jurkat.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028231	SRR13492050	Homo_Sapiens	1	2	H3K27ac	Arima	Jurkat
CD34+-Cord-Blood.GSE165207.Homo_Sapiens.H3K27ac.b1	GSE165207	GSM5028232	SRR13492051	Homo_Sapiens	1	1	H3K27ac	Arima	CD34+-Cord-Blood
