std_sample_name	gse_id	gsm_id	srr_id	organism	bio_rep	tech_rep	antibody_target	restriction_enzyme	sample_name
MEF.GSE113339.Mus_Musculus.H3K27ac.b2	GSE113339	GSM3103924	SRR7030468	Mus_Musculus	2	1	H3K27ac	MboI	MEF
TKO_0H.GSE113339.Mus_Musculus.H3K27ac.b1	GSE113339	GSM3714977	SRR8874671	Mus_Musculus	1	1	H3K27ac	MboI	TKO_0H
TKO_0H.GSE113339.Mus_Musculus.H3K27ac.b1	GSE113339	GSM3714977	SRR8874672	Mus_Musculus	1	2	H3K27ac	MboI	TKO_0H
TKO_0H.GSE113339.Mus_Musculus.H3K27ac.b2	GSE113339	GSM3714978	SRR8874673	Mus_Musculus	2	1	H3K27ac	MboI	TKO_0H
TKO_0H.GSE113339.Mus_Musculus.H3K27ac.b2	GSE113339	GSM3714978	SRR8874674	Mus_Musculus	2	2	H3K27ac	MboI	TKO_0H
TKO_0H.GSE113339.Mus_Musculus.H3K27ac.b3	GSE113339	GSM3714979	SRR8874675	Mus_Musculus	3	1	H3K27ac	MboI	TKO_0H
TKO_0H.GSE113339.Mus_Musculus.H3K27ac.b3	GSE113339	GSM3714979	SRR8874676	Mus_Musculus	3	2	H3K27ac	MboI	TKO_0H
TKO_24H.GSE113339.Mus_Musculus.H3K27ac.b1	GSE113339	GSM3714980	SRR8874677	Mus_Musculus	1	1	H3K27ac	MboI	TKO_24H
TKO_24H.GSE113339.Mus_Musculus.H3K27ac.b1	GSE113339	GSM3714980	SRR8874678	Mus_Musculus	1	2	H3K27ac	MboI	TKO_24H
TKO_24H.GSE113339.Mus_Musculus.H3K27ac.b2	GSE113339	GSM3714981	SRR8874679	Mus_Musculus	2	1	H3K27ac	MboI	TKO_24H
TKO_24H.GSE113339.Mus_Musculus.H3K27ac.b2	GSE113339	GSM3714981	SRR8874680	Mus_Musculus	2	2	H3K27ac	MboI	TKO_24H
TKO_24H.GSE113339.Mus_Musculus.H3K27ac.b3	GSE113339	GSM3714982	SRR8874681	Mus_Musculus	3	1	H3K27ac	MboI	TKO_24H
TKO_24H.GSE113339.Mus_Musculus.H3K27ac.b3	GSE113339	GSM3714982	SRR8874682	Mus_Musculus	3	2	H3K27ac	MboI	TKO_24H
BMDM_EPSWT.GSE115524.Mus_Musculus.H3K4me3.b1	GSE115524	GSM3181431	SRR7281298	Mus_Musculus	1	1	H3K4me3	MboI	BMDM_EPSWT
BMDM_EPSWT.GSE115524.Mus_Musculus.H3K4me3.b2	GSE115524	GSM3181432	SRR7281299	Mus_Musculus	2	1	H3K4me3	MboI	BMDM_EPSWT
BMDM_EPSKO.GSE115524.Mus_Musculus.H3K4me3.b1	GSE115524	GSM3181433	SRR7281300	Mus_Musculus	1	1	H3K4me3	MboI	BMDM_EPSKO
BMDM_EPSKO.GSE115524.Mus_Musculus.H3K4me3.b2	GSE115524	GSM3181434	SRR7281301	Mus_Musculus	2	1	H3K4me3	MboI	BMDM_EPSKO
BMDM_EPSWT.GSE115524.Mus_Musculus.SMC1A.b1	GSE115524	GSM3181435	SRR7281302	Mus_Musculus	1	1	SMC1A	MboI	BMDM_EPSWT
BMDM_EPSWT.GSE115524.Mus_Musculus.SMC1A.b2	GSE115524	GSM3181436	SRR7281303	Mus_Musculus	2	1	SMC1A	MboI	BMDM_EPSWT
BMDM_EPSKO.GSE115524.Mus_Musculus.SMC1A.b1	GSE115524	GSM3181437	SRR7281304	Mus_Musculus	1	1	SMC1A	MboI	BMDM_EPSKO
BMDM_EPSKO.GSE115524.Mus_Musculus.SMC1A.b2	GSE115524	GSM3181438	SRR7281305	Mus_Musculus	2	1	SMC1A	MboI	BMDM_EPSKO
mES.GSE115524.Mus_Musculus.Oct4.b1	GSE115524	GSM3424978	SRR7990660	Mus_Musculus	1	1	Oct4	MboI	mES
mES.GSE115524.Mus_Musculus.Oct4.b2	GSE115524	GSM3424979	SRR7990661	Mus_Musculus	2	1	Oct4	MboI	mES
mES.GSE115524.Mus_Musculus.Oct4.b1	GSE115524	GSM3424980	SRR7990662	Mus_Musculus	1	1	Oct4	MboI	mES
mES.GSE115524.Mus_Musculus.Oct4.b2	GSE115524	GSM3424981	SRR7990663	Mus_Musculus	2	1	Oct4	MboI	mES
Cardiac_Embryo_WT.GSE121671.Mus_Musculus.SMC1A.b1	GSE121671	GSM3466917	SRR8181443	Mus_Musculus	1	1	SMC1A	MboI	Cardiac_Embryo_WT
Cardiac_Embryo_DKO.GSE121671.Mus_Musculus.SMC1A.b1	GSE121671	GSM3466918	SRR8181444	Mus_Musculus	1	1	SMC1A	MboI	Cardiac_Embryo_DKO
Mesoderm_NoDox.GSE126362.Mus_Musculus.Pax3.b1	GSE126362	GSM3597235	SRR8556546	Mus_Musculus	1	1	Pax3	MboI	Mesoderm_NoDox
Paraxial_Mesoderm_Precursors_D1.GSE126362.Mus_Musculus.Pax3.b1	GSE126362	GSM3597236	SRR8556547	Mus_Musculus	1	1	Pax3	MboI	Paraxial_Mesoderm_Precursors_D1
Paraxial_Mesoderm_Precursors_D1.GSE126362.Mus_Musculus.Pax3.b2	GSE126362	GSM3597237	SRR8556548	Mus_Musculus	2	1	Pax3	MboI	Paraxial_Mesoderm_Precursors_D1
Myogenic_Progenitors_D6.GSE126362.Mus_Musculus.Pax3.b1	GSE126362	GSM3597238	SRR8556549	Mus_Musculus	1	1	Pax3	MboI	Myogenic_Progenitors_D6
Myogenic_Progenitors_D6.GSE126362.Mus_Musculus.Pax3.b2	GSE126362	GSM3597239	SRR8556550	Mus_Musculus	2	1	Pax3	MboI	Myogenic_Progenitors_D6
shCtrl_D6.GSE126362.Mus_Musculus.Pax3.b1	GSE126362	GSM3597240	SRR8556551	Mus_Musculus	1	1	Pax3	MboI	shCtrl_D6
shCtrl_D6.GSE126362.Mus_Musculus.Pax3.b2	GSE126362	GSM3597241	SRR8556552	Mus_Musculus	2	1	Pax3	MboI	shCtrl_D6
shLdb1_D6.GSE126362.Mus_Musculus.Pax3.b1	GSE126362	GSM3597242	SRR8556553	Mus_Musculus	1	1	Pax3	MboI	shLdb1_D6
shLdb1_D6.GSE126362.Mus_Musculus.Pax3.b2	GSE126362	GSM3597243	SRR8556554	Mus_Musculus	2	1	Pax3	MboI	shLdb1_D6
dTAD_NoDox.GSE126362.Mus_Musculus.Lbd1.b1	GSE126362	GSM3597244	SRR8556555	Mus_Musculus	1	1	Lbd1	MboI	dTAD_NoDox
dTAD_D1.GSE126362.Mus_Musculus.Lbd1.b1	GSE126362	GSM3597245	SRR8556556	Mus_Musculus	1	1	Lbd1	MboI	dTAD_D1
dTAD_D1.GSE126362.Mus_Musculus.Lbd1.b2	GSE126362	GSM3597246	SRR8556557	Mus_Musculus	2	1	Lbd1	MboI	dTAD_D1
NIH3T3.GSE135296.Mus_Musculus.H3K27ac.b1	GSE135296	GSM4002963	SRR9889945	Mus_Musculus	1	1	H3K27ac	MboI	NIH3T3
NIH3T3.GSE135296.Mus_Musculus.H3K27ac.b2	GSE135296	GSM4002964	SRR9889946	Mus_Musculus	2	1	H3K27ac	MboI	NIH3T3
AML12_shCtrl.GSE141113.Mus_Musculus.H3K9me3 .b1	GSE141113	GSM4195082	SRR10545048	Mus_Musculus	1	1	H3K9me3 	MboI	AML12_shCtrl
AML12_shCtrl.GSE141113.Mus_Musculus.H3K9me3 .b1	GSE141113	GSM4195083	SRR10545049	Mus_Musculus	1	2	H3K9me3 	MboI	AML12_shCtrl
AML12_shCtrl.GSE141113.Mus_Musculus.H3K9me3 .b2	GSE141113	GSM4195084	SRR10545050	Mus_Musculus	2	1	H3K9me3 	MboI	AML12_shCtrl
AML12_shCtrl.GSE141113.Mus_Musculus.H3K9me3 .b2	GSE141113	GSM4195085	SRR10545051	Mus_Musculus	2	2	H3K9me3 	MboI	AML12_shCtrl
AML12_shSafb.GSE141113.Mus_Musculus.H3K9me3 .b1	GSE141113	GSM4195086	SRR10545052	Mus_Musculus	1	1	H3K9me3 	MboI	AML12_shSafb
AML12_shSafb.GSE141113.Mus_Musculus.H3K9me3 .b1	GSE141113	GSM4195087	SRR10545053	Mus_Musculus	1	2	H3K9me3 	MboI	AML12_shSafb
AML12_shSafb.GSE141113.Mus_Musculus.H3K9me3 .b2	GSE141113	GSM4195088	SRR10545054	Mus_Musculus	2	1	H3K9me3 	MboI	AML12_shSafb
AML12_shSafb.GSE141113.Mus_Musculus.H3K9me3 .b2	GSE141113	GSM4195089	SRR10545055	Mus_Musculus	2	2	H3K9me3 	MboI	AML12_shSafb
BL6_CD4_CD8.GSE141847.Mus_Musculus.SMC1A.b1	GSE141847	GSM4214153	SRR10669672	Mus_Musculus	1	1	SMC1A	MboI	BL6_CD4_CD8
BL6_CD4_CD8.GSE141847.Mus_Musculus.SMC1A.b2	GSE141847	GSM4214154	SRR10669673	Mus_Musculus	2	1	SMC1A	MboI	BL6_CD4_CD8
BL6_CD4_CD8.GSE141847.Mus_Musculus.SMC1A.b2	GSE141847	GSM4214154	SRR10669674	Mus_Musculus	2	2	SMC1A	MboI	BL6_CD4_CD8
NOD_CD4_CD8.GSE141847.Mus_Musculus.SMC1A.b1	GSE141847	GSM4214155	SRR10669675	Mus_Musculus	1	1	SMC1A	MboI	NOD_CD4_CD8
NOD_CD4_CD8.GSE141847.Mus_Musculus.SMC1A.b2	GSE141847	GSM4214156	SRR10669676	Mus_Musculus	2	1	SMC1A	MboI	NOD_CD4_CD8
F1_CD4_CD8.GSE141847.Mus_Musculus.SMC1A.b1	GSE141847	GSM4214157	SRR10669677	Mus_Musculus	1	1	SMC1A	MboI	F1_CD4_CD8
BL6_CD4_CD8.GSE141847.Mus_Musculus.H3K27ac.b1	GSE141847	GSM4214158	SRR10669678	Mus_Musculus	1	1	H3K27ac	MboI	BL6_CD4_CD8
BL6_CD4_CD8.GSE141847.Mus_Musculus.H3K27ac.b2	GSE141847	GSM4214159	SRR10669679	Mus_Musculus	2	1	H3K27ac	MboI	BL6_CD4_CD8
NOD_CD4_CD8.GSE141847.Mus_Musculus.H3K27ac.b1	GSE141847	GSM4214160	SRR10669680	Mus_Musculus	1	1	H3K27ac	MboI	NOD_CD4_CD8
NOD_CD4_CD8.GSE141847.Mus_Musculus.H3K27ac.b2	GSE141847	GSM4214161	SRR10669681	Mus_Musculus	2	1	H3K27ac	MboI	NOD_CD4_CD8
Erythroid_0hr.GSE142004.Mus_Musculus.H3K27ac.b1	GSE142004	GSM4217570	SRR10690955	Mus_Musculus	1	1	H3K27ac	MboI	Erythroid_0hr
Erythroid_1hr.GSE142004.Mus_Musculus.H3K27ac.b1	GSE142004	GSM4217571	SRR10690956	Mus_Musculus	1	1	H3K27ac	MboI	Erythroid_1hr
Erythroid_0hr.GSE142004.Mus_Musculus.H3K27ac.b2	GSE142004	GSM4217572	SRR10690957	Mus_Musculus	2	1	H3K27ac	MboI	Erythroid_0hr
Erythroid_1hr.GSE142004.Mus_Musculus.H3K27ac.b2	GSE142004	GSM4217573	SRR10690958	Mus_Musculus	2	1	H3K27ac	MboI	Erythroid_1hr
Erythroid_0hr.GSE142004.Mus_Musculus.YY1.b1	GSE142004	GSM4217574	SRR10690959	Mus_Musculus	1	1	YY1	MboI	Erythroid_0hr
Erythroid_1hr.GSE142004.Mus_Musculus.YY1.b1	GSE142004	GSM4217575	SRR10690960	Mus_Musculus	1	1	YY1	MboI	Erythroid_1hr
Erythroid_0hr.GSE142004.Mus_Musculus.YY1.b2	GSE142004	GSM4217576	SRR10690961	Mus_Musculus	2	1	YY1	MboI	Erythroid_0hr
Erythroid_1hr.GSE142004.Mus_Musculus.YY1.b2	GSE142004	GSM4217577	SRR10690962	Mus_Musculus	2	1	YY1	MboI	Erythroid_1hr
mES_Untreated.GSE145793.Mus_Musculus.H3K27ac.b1	GSE145793	GSM4333045	SRR11117731	Mus_Musculus	1	1	H3K27ac	AluI	mES_Untreated
mES_Untreated.GSE145793.Mus_Musculus.H3K27ac.b2	GSE145793	GSM4333046	SRR11117730	Mus_Musculus	2	1	H3K27ac	AluI	mES_Untreated
mES_IAA_6h.GSE145793.Mus_Musculus.H3K27ac.b1	GSE145793	GSM4333047	SRR11117729	Mus_Musculus	1	1	H3K27ac	AluI	mES_IAA_6h
mES_IAA_6h.GSE145793.Mus_Musculus.H3K27ac.b2	GSE145793	GSM4333048	SRR11117728	Mus_Musculus	2	1	H3K27ac	AluI	mES_IAA_6h
Adult_CTX_SSTcre.GSE150536.Mus_Musculus.H3K27ac.b1	GSE150536	GSM4551964	SRR11787753	Mus_Musculus	1	1	H3K27ac	MboI	Adult_CTX_SSTcre
Adult_CTX_SSTcre.GSE150536.Mus_Musculus.H3K27ac.b2	GSE150536	GSM4551965	SRR11787754	Mus_Musculus	2	1	H3K27ac	MboI	Adult_CTX_SSTcre
Adult_CTX_SSTcre.GSE150536.Mus_Musculus.H3K27ac.b1	GSE150536	GSM4551966	SRR11787755	Mus_Musculus	1	1	H3K27ac	MboI	Adult_CTX_SSTcre
Adult_CTX_SSTcre.GSE150536.Mus_Musculus.H3K27ac.b2	GSE150536	GSM4551967	SRR11787756	Mus_Musculus	2	1	H3K27ac	MboI	Adult_CTX_SSTcre
ESC.GSE153884.Mus_Musculus.FGFR1.b1	GSE153884	GSM4658092	SRR12158525	Mus_Musculus	1	1	FGFR1	MboI	ESC
ESC.GSE153884.Mus_Musculus.FGFR1.b2	GSE153884	GSM4658093	SRR12158526	Mus_Musculus	2	1	FGFR1	MboI	ESC
ESC.GSE153884.Mus_Musculus.CTCF.b1	GSE153884	GSM4658094	SRR12158527	Mus_Musculus	1	1	CTCF	MboI	ESC
ESC.GSE153884.Mus_Musculus.CTCF.b2	GSE153884	GSM4658095	SRR12158528	Mus_Musculus	2	1	CTCF	MboI	ESC
NCC.GSE153884.Mus_Musculus.FGFR1.b1	GSE153884	GSM4658098	SRR12158531	Mus_Musculus	1	1	FGFR1	MboI	NCC
NCC.GSE153884.Mus_Musculus.FGFR1.b2	GSE153884	GSM4658099	SRR12158532	Mus_Musculus	2	1	FGFR1	MboI	NCC
NCC.GSE153884.Mus_Musculus.CTCF.b1	GSE153884	GSM4658100	SRR12158533	Mus_Musculus	1	1	CTCF	MboI	NCC
NCC.GSE153884.Mus_Musculus.CTCF.b2	GSE153884	GSM4658101	SRR12158534	Mus_Musculus	2	1	CTCF	MboI	NCC
OPC.GSE157666.Mus_Musculus.H3K27ac.b1	GSE157666	GSM4773063	SRR12610296	Mus_Musculus	1	1	H3K27ac	MboI	OPC
OPC.GSE157666.Mus_Musculus.H3K27ac.b2	GSE157666	GSM4773064	SRR12610297	Mus_Musculus	2	1	H3K27ac	MboI	OPC
OPC.GSE157666.Mus_Musculus.H3K27ac.b3	GSE157666	GSM4773065	SRR12610298	Mus_Musculus	3	1	H3K27ac	MboI	OPC
BMDM_Basal.GSE159629.Mus_Musculus.H3K4me3.b1	GSE159629	GSM4836421	SRR12844351	Mus_Musculus	1	1	H3K4me3	MboI	BMDM_Basal
BMDM_Basal.GSE159629.Mus_Musculus.H3K4me3.b2	GSE159629	GSM4836422	SRR12844352	Mus_Musculus	2	1	H3K4me3	MboI	BMDM_Basal
BMDM_24hIL4.GSE159629.Mus_Musculus.H3K4me3.b1	GSE159629	GSM4836423	SRR12844353	Mus_Musculus	1	1	H3K4me3	MboI	BMDM_24hIL4
BMDM_24hIL4.GSE159629.Mus_Musculus.H3K4me3.b2	GSE159629	GSM4836424	SRR12844354	Mus_Musculus	2	1	H3K4me3	MboI	BMDM_24hIL4
E14_mESC_AntNPC.GSE160656.Mus_Musculus.H3K27ac.b1	GSE160656	GSM4876553	SRR12965869	Mus_Musculus	1	1	H3K27ac	Arima	E14_mESC_AntNPC
E14_mESC_AntNPC.GSE160656.Mus_Musculus.H3K27ac.b2	GSE160656	GSM4876554	SRR12965870	Mus_Musculus	2	1	H3K27ac	Arima	E14_mESC_AntNPC
E14_mESC_AntNPC.GSE160656.Mus_Musculus.H3K4me3.b1	GSE160656	GSM4876555	SRR12965871	Mus_Musculus	1	1	H3K4me3	Arima	E14_mESC_AntNPC
E14_mESC_WT.GSE160656.Mus_Musculus.H3K27me3.b1	GSE160656	GSM4876556	SRR12965872	Mus_Musculus	1	1	H3K27me3	Arima	E14_mESC_WT
E14_mESC_WT.GSE160656.Mus_Musculus.H3K27me3.b2	GSE160656	GSM4876557	SRR12965873	Mus_Musculus	2	1	H3K27me3	Arima	E14_mESC_WT
E14_mESC_WT.GSE160656.Mus_Musculus.H3K4me3.b1	GSE160656	GSM4876558	SRR12965874	Mus_Musculus	1	1	H3K4me3	Arima	E14_mESC_WT
E14_mESC_WT.GSE160656.Mus_Musculus.H3K4me3.b2	GSE160656	GSM4876559	SRR12965875	Mus_Musculus	2	1	H3K4me3	Arima	E14_mESC_WT
E14_mESC_EEDko.GSE160656.Mus_Musculus.H3K4me3.b1	GSE160656	GSM4876560	SRR12965876	Mus_Musculus	1	1	H3K4me3	Arima	E14_mESC_EEDko
E14_mESC_EEDko.GSE160656.Mus_Musculus.H3K4me3.b2	GSE160656	GSM4876561	SRR12965877	Mus_Musculus	2	1	H3K4me3	Arima	E14_mESC_EEDko
E105_Whole_Brain.GSE160656.Mus_Musculus.H3K27ac.b1	GSE160656	GSM4876562	SRR12965878	Mus_Musculus	1	1	H3K27ac	Arima	E105_Whole_Brain
E105_Whole_Brain.GSE160656.Mus_Musculus.H3K27ac.b2	GSE160656	GSM4876563	SRR12965879	Mus_Musculus	2	1	H3K27ac	Arima	E105_Whole_Brain
E14_mESC_RINGko_fl.GSE160656.Mus_Musculus.H3K4me3.b1	GSE160656	GSM4876564	SRR12965880	Mus_Musculus	1	1	H3K4me3	Arima	E14_mESC_RINGko_fl
E14_mESC_RINGko_fl.GSE160656.Mus_Musculus.H3K4me3.b2	GSE160656	GSM4876565	SRR12965881	Mus_Musculus	2	1	H3K4me3	Arima	E14_mESC_RINGko_fl
3134_WT.GSE162617.Mus_Musculus.GR.b1	GSE162617	GSM4955432	SRR13192948	Mus_Musculus	1	1	GR	MboI	3134_WT
3134_siCTRL_1hr_Dex.GSE162617.Mus_Musculus.GR.b1	GSE162617	GSM4955433	SRR13192949	Mus_Musculus	1	1	GR	MboI	3134_siCTRL_1hr_Dex
3134_siNIPBL_1hr_Dex.GSE162617.Mus_Musculus.GR.b1	GSE162617	GSM4955434	SRR13192950	Mus_Musculus	1	1	GR	MboI	3134_siNIPBL_1hr_Dex
mOPC_Ctrl.GSE166177.Mus_Musculus.H3K27ac.b1	GSE166177	GSM5065198	SRR13631521	Mus_Musculus	1	1	H3K27ac	MboI	mOPC_Ctrl
mOPC_IFN.GSE166177.Mus_Musculus.H3K27ac.b1	GSE166177	GSM5065199	SRR13631522	Mus_Musculus	1	1	H3K27ac	MboI	mOPC_IFN
mOPC_Ctrl.GSE166177.Mus_Musculus.H3K27ac.b2	GSE166177	GSM5065200	SRR13631523	Mus_Musculus	2	1	H3K27ac	MboI	mOPC_Ctrl
mOPC_IFN.GSE166177.Mus_Musculus.H3K27ac.b2	GSE166177	GSM5065201	SRR13631524	Mus_Musculus	2	1	H3K27ac	MboI	mOPC_IFN
mOPC_Ctrl.GSE166177.Mus_Musculus.H3K27ac.b3	GSE166177	GSM5065202	SRR13631525	Mus_Musculus	3	1	H3K27ac	MboI	mOPC_Ctrl
mOPC_IFN.GSE166177.Mus_Musculus.H3K27ac.b3	GSE166177	GSM5065203	SRR13631526	Mus_Musculus	3	1	H3K27ac	MboI	mOPC_IFN
3T3_Norm.GSE178344.Mus_Musculus.SMC1A.b1	GSE178344	GSM5388160	SRR14850834	Mus_Musculus	1	1	SMC1A	MboI	3T3_Norm
